Scenario,StkID,Stock,Variable,n,numNA,Mean,Median,SD,p10,p25,p75,p90,percNA,CV
High,2,Meziadin,ln.alpha.c,2000,0,2.713340128394355,2.7992633154494877,0.442924611136303,2.0406525207597226,2.3859089908325606,3.055011780424912,3.225846321882563,0,0.16323961986970204
High,2,Meziadin,Seq,2000,0,582048.9762517542,569165.3511863016,135169.76274870854,414080.14827290503,481993.9173562912,663603.3817888492,766179.6152830302,0,0.23223090884751155
High,2,Meziadin,Seq.c,2000,0,590061.4883337205,575925.8158254975,135165.44713418253,422571.4391647848,491746.0512633553,671114.6912346676,774267.4735666058,0,0.22907010507646813
High,2,Meziadin,Sgen,2000,0,14615.418989049787,12682.912951880446,7246.992794323801,7233.063069727286,9264.588796084567,18524.492096038433,25148.188940758366,0,0.4958457092303284
High,2,Meziadin,Sgen.c,2000,0,14144.881907839608,12210.45581184676,7016.882862368224,6992.3784568070205,9016.903319500749,17743.14046667765,24175.124610487044,0,0.49607221241481075
High,2,Meziadin,SgenRatio,2000,0,15.096602961654892,15.011509804451467,6.50738073271413,6.6563788461515925,9.475614711838174,19.73738573526574,23.645363228274533,0,0.43104933932771256
High,2,Meziadin,SgenRatio.c,2000,0,15.649917938693159,15.54860836938012,6.639356640663607,6.924217697610497,10.037465520196827,20.31324022876295,24.251115812871717,0,0.42424226546570787
High,2,Meziadin,sigma,2000,0,0.24943442185124406,0.24168637879005384,0.10727790735579995,0.11199104159055524,0.16683734713658072,0.3206830308537369,0.3891222994858998,0,0.4300846152652403
High,2,Meziadin,Smax,2000,0,218949.01094957162,213152.65828396214,42536.798666629635,169914.875437719,187022.68834861956,242167.1993566383,281693.64589798194,0,0.19427719030174892
High,2,Meziadin,Smsy,2000,0,181156.3377643881,176288.27363249293,35814.47615627217,140030.6406188636,154557.0100166724,201331.78609956754,232422.43982411845,0,0.1976992723426131
High,2,Meziadin,Smsy.c,2000,0,182350.66884803044,177313.70343863463,35861.0277140116,141098.6417394118,155971.8765806103,202666.67487171094,233668.46334024495,0,0.19665969936144237
High,2,Meziadin,Umsy,2000,0,0.8299816278425122,0.8523505406479911,0.06853157562227198,0.7223355818568002,0.786705932811891,0.8828568388313611,0.8997230692157661,0,0.08256999109777373
High,2,Meziadin,Umsy.c,2000,0,0.8353942642832264,0.8566684560373159,0.06624706939430243,0.7302803304000448,0.7960463633493786,0.8857392878033289,0.9020944349589284,0,0.07930036418330312
High,5,Kwinageese,beta,2000,0,95.53748852147658,99.0918268147173,32.66506263547052,48.18834720562033,73.86167973101055,119.75452935271807,135.12143524036776,0,0.34190832458535375
High,5,Kwinageese,deviance,2000,0,-204.46844632145257,-205.0550053155693,2.7728360987318323,-207.41922760362326,-206.51162118505607,-203.13449066496491,-200.45445164272428,0,-0.013561193174875266
High,5,Kwinageese,ln.alpha,2000,0,1.7453910380469047,1.8595620077288677,0.29706905814607715,1.3239250832789404,1.5192912601004323,1.963280604915485,2.094843783010758,0,0.17020200726967058
High,5,Kwinageese,ln.alpha.c,2000,0,2.2021309333783523,2.242347724127617,0.3170638023530354,1.771004811796589,1.962121666356766,2.438562290039424,2.600721647496284,0,0.14398044982121871
High,5,Kwinageese,Seq,2000,0,20602.23584461734,18079.851963340116,8678.66634781966,14413.138941149966,16067.360759883488,21536.667909735006,29109.865596500305,0,0.42124876218651286
High,5,Kwinageese,Seq.c,2000,0,26575.272994312007,22644.689749764308,13099.650772653153,17698.123997358267,19713.322247605254,27517.9703266459,38692.69380062247,0,0.49292629187504167
High,5,Kwinageese,Sgen,2000,0,1828.8149171113578,1237.6697112930174,1571.533449785016,803.1578504139827,942.1926304944931,2021.80740901388,3409.002536035471,0,0.8593179304701201
High,5,Kwinageese,Sgen.c,2000,0,1324.1970541815783,866.622939412153,1187.5166182799298,519.1710073373812,643.7721983111599,1510.172670179656,2505.361390611991,0,0.8967824044993635
High,5,Kwinageese,SgenRatio,2000,0,5.272118920264454,5.659208618175234,1.5796324777879123,3.170088280463732,3.905300590562627,6.365783627521324,7.3134587356393395,0,0.29962003924385616
High,5,Kwinageese,SgenRatio.c,2000,0,8.709401695513227,8.65017211815893,2.881156774331309,5.160298020871075,6.355189079018316,10.662623748216554,12.515006470500198,0,0.3308099540081586
High,5,Kwinageese,sigma,2000,0,0.9474135573906612,0.9289580304390997,0.12607652271560293,0.8010701579558168,0.8530815340601986,1.0271933848232353,1.1116881314056584,0,0.13307443379091938
High,5,Kwinageese,Smax,2000,0,12740.978788105755,10091.669503721707,7983.291538706367,7400.750282300496,8350.414847814714,13538.911022604838,20751.91085816357,0,0.626583849755649
High,5,Kwinageese,Smsy,2000,0,7903.760324520791,6774.663733862886,3730.0227453829725,5308.195219052824,5869.4574711744735,8341.123258158574,11597.736959713999,0,0.47193014365717445
High,5,Kwinageese,Smsy.c,2000,0,9333.783503747354,7807.861099528085,5059.921724836343,5952.208934745009,6579.7659463559485,9791.147276882908,14207.05708846762,0,0.5421083232544306
High,5,Kwinageese,Umsy,2000,0,0.6554240252225743,0.6896161039508083,0.0787061678305107,0.5423262630021701,0.6008566376383676,0.7134473927246296,0.7415994406401248,0,0.12008434967543799
High,5,Kwinageese,Umsy.c,2000,0,0.756590817541537,0.7704991552905416,0.06281950267662922,0.6680958263198531,0.7131891893672399,0.8048051747410387,0.8298204338579802,0,0.08302969216670465
High,6,Damdochax,beta,2000,0,194.49489068447053,195.928826806288,31.149918727763705,152.12962710276625,174.1578290441248,215.45408365036425,232.4254767163131,0,0.1601580309803525
High,6,Damdochax,deviance,2000,0,-283.6148260949715,-278.2016878208487,21.32563635984601,-310.4673866923902,-289.35873477529117,-270.4559281733452,-264.4073180571046,0,-0.07519224806923488
High,6,Damdochax,ln.alpha,2000,0,2.786919821721738,2.7842930467677762,0.3748833550343355,2.3265852166408125,2.5274315322881575,3.022035336828329,3.277003208780261,0,0.13451529969123238
High,6,Damdochax,ln.alpha.c,2000,0,2.8680799733849014,2.8662632951789675,0.3671025479446883,2.4157731181411504,2.6170635851861523,3.1046157975582083,3.3321576895861136,0,0.12799592457369127
High,6,Damdochax,Seq,2000,0,14554.58447479923,14367.940419776605,2236.3294175400956,11954.307657022926,12944.259882606015,15838.784594970439,17374.545011225455,0,0.15365120326260254
High,6,Damdochax,Seq.c,2000,0,14993.468265701164,14823.653593434126,2315.5619460865482,12269.448549849,13353.993848336726,16314.046589887124,17971.77739375955,0,0.1544380462913703
High,6,Damdochax,Sgen,2000,0,318.4595658989708,287.32520176886703,153.81809741489596,164.74664371145963,216.05681149934412,381.96797707260146,519.610173666735,0,0.4830066792959635
High,6,Damdochax,Sgen.c,2000,0,295.2186303300107,266.819947638285,140.3310601162448,153.01275496560947,202.9530948872426,353.5357801364656,480.74336045564445,0,0.4753462203905474
High,6,Damdochax,SgenRatio,2000,0,16.662771447481123,15.347299428986112,7.395746223135478,9.510973496121348,11.713620145626544,19.564218495623745,26.024234076731293,0,0.44384850662123665
High,6,Damdochax,SgenRatio.c,2000,0,18.082630925096336,16.728531466285574,7.798401082468468,10.405928172120007,12.80708903446621,21.220000970518548,27.852223466658188,0,0.4312647376795875
High,6,Damdochax,sigma,2000,0,0.38684210990221535,0.3955568517547756,0.11260473011979408,0.2324025711813381,0.3224887274105837,0.45668160583720235,0.5247422395164155,0,0.29108705396177764
High,6,Damdochax,Smax,2000,0,5286.241249102984,5103.894194292759,931.3405480301586,4302.454335591403,4641.360160118527,5741.918197520361,6573.341557752471,0,0.17618199853973687
High,6,Damdochax,Smsy,2000,0,4460.606822701711,4345.9378102762985,669.6651955679537,3724.049701344759,3987.1935298730623,4806.864996546741,5351.445578288394,0,0.15012872063948224
High,6,Damdochax,Smsy.c,2000,0,4519.027165481386,4402.540053280245,692.6504394463642,3765.0504709009256,4029.603397278631,4874.486443776195,5437.422996904677,0,0.15327423670678025
High,6,Damdochax,Umsy,2000,0,0.8483983318137173,0.8547809625675288,0.049053725176924634,0.7857894319016098,0.8188732587824017,0.8823125377752709,0.9065606339275125,0,0.057819214556984015
High,6,Damdochax,Umsy.c,2000,0,0.8588991351503171,0.8648551509127201,0.04529849418819179,0.8010535204578152,0.8321829133203362,0.8907253110035003,0.9111664417089569,0,0.05274017906685171
High,8,Johnston,beta,2000,0,189.95345544731376,180.25290979228765,30.650627115825333,164.19723828381314,168.8511039128368,202.86448237644228,226.52220481626694,0,0.16135861831861603
High,8,Johnston,deviance,2000,0,-90.45639754738129,-90.60964194292464,3.805309008979857,-95.17818132706833,-93.52300577890396,-88.45333574154688,-85.77980500294042,0,-0.04206788145621902
High,8,Johnston,ln.alpha,2000,0,1.5450421646657493,1.6480607607232276,0.3645171195481944,1.064501968130738,1.2489653669817864,1.797072098550636,1.9652688545086754,0,0.23592697201700844
High,8,Johnston,ln.alpha.c,2000,0,1.9126483797769631,1.9167151722176217,0.5214533421647927,1.307626720443173,1.5004337878558704,2.2191313007188413,2.5067957586316116,0,0.27263419020363805
High,8,Johnston,Seq,2000,0,8136.0746990817415,8140.259468732631,1531.7069097206804,6170.391131225095,7075.31792430087,9257.321750479952,10137.44118922332,0,0.1882611660256208
High,8,Johnston,Seq.c,2000,0,10042.55620756875,9750.51782516769,2125.6082184166553,7609.385223407718,8543.897914636815,11260.026096686137,12691.754204736742,0,0.21166007682532592
High,8,Johnston,Sgen,2000,0,817.0423139720488,810.8506732834734,234.7769389020265,482.6158388550604,644.30856782545,1029.9811762958536,1124.0541472884506,0,0.2873497919106039
High,8,Johnston,Sgen.c,2000,0,666.2895053757106,638.9378291486418,262.9295278965335,333.0647937278221,470.0108196540137,898.387109599336,1028.351536135275,0,0.3946175435380323
High,8,Johnston,SgenRatio,2000,0,4.368014542619815,4.519968461185548,1.9182707762991242,2.386961881825089,2.9113329606373504,5.338350513311703,6.435093365963882,0,0.43916309288398064
High,8,Johnston,SgenRatio.c,2000,0,7.453571270548329,6.060330621319018,9.230907913437777,3.09480100682365,3.8094554969320082,8.414224466863287,11.567930350942138,0,1.2384543701771966
High,8,Johnston,sigma,2000,0,0.8210509892892853,0.7643809660181561,0.2472210798873832,0.5635251981653553,0.6463736520388809,0.9491558111835461,1.1241209988516918,0,0.3011031995727594
High,8,Johnston,Smax,2000,0,5371.172605018882,5547.760656119636,685.765534149073,4414.584513039893,4929.399115535492,5922.377626362534,6090.236415983507,0,0.12767519954735512
High,8,Johnston,Smsy,2000,0,3172.298525053223,3178.5055388902015,471.426788771254,2591.265944950417,2861.005805515268,3484.7636120072907,3804.2951183239916,0,0.1486073221193282
High,8,Johnston,Smsy.c,2000,0,3632.2051191358696,3588.015661487242,507.9848246566524,3050.327144870434,3273.049352654693,3932.566136301902,4315.737525979334,0,0.1398557647475333
High,8,Johnston,Umsy,2000,0,0.5986393451039506,0.6363892905471984,0.10221141617678789,0.4558928582177074,0.5183752619623283,0.6745440234317996,0.7138899839350447,0,0.1707395563167326
High,8,Johnston,Umsy.c,2000,0,0.6848206179629173,0.7029294719680698,0.10854714624512453,0.5371893812005889,0.5954510992298958,0.7661321659170247,0.8156852692480577,0,0.15850449504282055
High,10,Alastair,beta,2000,0,47.65646083277312,47.86549526000309,7.617115973827725,37.506120624184724,42.31511185530156,52.516657746640654,57.485778824750284,0,0.15983385758661858
High,10,Alastair,deviance,2000,0,-318.7688119633417,-308.06062899326,44.87878215345038,-366.1086140426653,-329.25772332083176,-288.9461216306711,-282.03316331088195,0,-0.1407878702970836
High,10,Alastair,ln.alpha,2000,0,2.0041482980057155,1.9681903467425803,0.49840945604271963,1.416600207576125,1.6606335906934995,2.312465800069865,2.642359660671481,0,0.24868891016631658
High,10,Alastair,ln.alpha.c,2000,0,2.199715776142604,2.1686618641390343,0.47044656306078586,1.6401517824868326,1.8825218490119342,2.494552792756022,2.807571716080898,0,0.2138669768899669
High,10,Alastair,Seq,2000,0,42387.399768124924,41148.0038200726,9929.186826813122,31103.93834758907,35589.299150039675,47919.23629909716,55129.09728037502,0,0.2342485474723508
High,10,Alastair,Seq.c,2000,0,46608.64985293924,45565.73407839749,9477.779669286909,35859.68524804263,40491.34772556036,51633.0551899255,58869.33545072451,0,0.20334808451202582
High,10,Alastair,Sgen,2000,0,2480.5168516079434,2318.641920861358,1117.996902255545,1217.077836194458,1652.3472961996385,3143.141294666283,3922.690430341042,0,0.45071127073006045
High,10,Alastair,Sgen.c,2000,0,2143.6883815579326,1962.2355498905717,1007.3431939320413,1040.3808622159945,1409.805020457342,2682.8922061096937,3491.3859880392492,0,0.46991120659055463
High,10,Alastair,SgenRatio,2000,0,7.792933869069701,6.417700812649306,5.331045912136343,3.51756953421779,4.586865280602787,9.334839446298613,13.320413250296298,0,0.6840871489100354
High,10,Alastair,SgenRatio.c,2000,0,9.41124532201361,7.986822119803943,5.68823319295528,4.474897351793918,5.856790785551153,11.367940592975382,15.834393757998924,0,0.6044081307337803
High,10,Alastair,sigma,2000,0,0.5988324908626482,0.6139423113799254,0.1804186232095062,0.36369354964896494,0.5038257001391255,0.7240379211112401,0.8075575594596961,0,0.30128395830627713
High,10,Alastair,Smax,2000,0,21555.711974360023,20891.876360214494,3667.9628745957625,17395.608376608532,19041.57735763433,23632.219227484147,26662.31493307733,0,0.17016199135332258
High,10,Alastair,Smsy,2000,0,15044.305579692451,14814.29348678408,2530.5071409741968,12069.560911522549,13340.447211521196,16522.433064829715,18296.059224841978,0,0.16820365204426588
High,10,Alastair,Smsy.c,2000,0,15981.55999835064,15760.584485086656,2479.4133510567535,13247.77007877876,14319.076588196163,17401.42329837975,19189.18931267776,0,0.15514213576851313
High,10,Alastair,Umsy,2000,0,0.7065435227927089,0.7145393199558134,0.10608373274599082,0.5707903718592617,0.6397305416363765,0.7832865176403727,0.8357843733841585,0,0.15014465397217217
High,10,Alastair,Umsy.c,2000,0,0.7489617698256865,0.7564066744412162,0.09138994588878732,0.6342758247106308,0.6950183104786546,0.8137715672083508,0.85770671601426,0,0.12202217732696481
High,11,Lakelse,beta,2000,0,46.98723543951893,46.7792352221711,8.006410504971141,37.10424959328081,41.65861062974687,52.47415538083639,57.104362901449356,0,0.1703954367623275
High,11,Lakelse,deviance,2000,0,-425.5235107350434,-416.24404352224735,37.62337283117132,-477.20930131905243,-440.5419462107004,-400.1874717578055,-387.9032743757615,0,-0.08841667236243005
High,11,Lakelse,ln.alpha,2000,0,1.9000410760454576,1.8917431265750282,0.49968476186708094,1.267191343868376,1.5521749286695334,2.258417679462106,2.545113686700524,0,0.2629862944368926
High,11,Lakelse,ln.alpha.c,2000,0,1.9723631116276448,1.9672561286584411,0.4987146143067509,1.347709516890507,1.622967237074613,2.329821275327362,2.6150527875744194,0,0.25285131899227153
High,11,Lakelse,Seq,2000,0,40907.21660300232,39342.68902273169,11097.747593089103,28795.09485789506,33070.03634778769,47439.01347621951,56291.11286280184,0,0.27129070405329414
High,11,Lakelse,Seq.c,2000,0,42506.3942271463,40779.02290365858,11209.843607618877,30176.15873640018,34554.18855800658,49061.428361969876,57830.18441716697,0,0.2637213485508921
High,11,Lakelse,Sgen,2000,0,2677.1252246173676,2474.546443392881,1207.6361695814242,1340.7263433229461,1777.4227712308193,3351.2029094067357,4350.093006458131,0,0.45109438978672634
High,11,Lakelse,Sgen.c,2000,0,2557.647652746228,2351.021974169088,1191.1065828165024,1267.5419897099582,1658.9731868391186,3206.9290846989543,4180.908684914024,0,0.46570393757622297
High,11,Lakelse,SgenRatio,2000,0,6.860007444034866,5.907446382056374,3.784322817164711,2.980595366294677,4.070997462126572,8.793225496806974,11.96263300128613,0,0.5516499578226226
High,11,Lakelse,SgenRatio.c,2000,0,7.411534838505182,6.434074692569871,4.076282710321442,3.256095551449262,4.398488331577707,9.478917369190976,12.911147267004113,0,0.5499917087542935
High,11,Lakelse,sigma,2000,0,0.36364193173850534,0.36899585561916315,0.1114218293598325,0.2125589317613102,0.29076999875450177,0.43735818356345846,0.5032219385189245,0,0.3064053389749229
High,11,Lakelse,Smax,2000,0,21974.412333149794,21377.00681703844,4252.113231430011,17511.796993175652,19057.00039843235,24004.641380301415,26951.090803924773,0,0.19350293272759922
High,11,Lakelse,Smsy,2000,0,14769.075684109594,14264.078356914473,3091.6904721557908,11532.035956755763,12711.752353068747,16449.70161566975,18876.068711671218,0,0.2093354071901883
High,11,Lakelse,Smsy.c,2000,0,15147.206149222582,14602.918942171764,3078.375813478569,11905.764616358034,13114.247872006456,16725.97936089997,19221.476555306006,0,0.20323060128395784
High,11,Lakelse,Umsy,2000,0,0.6822655749502031,0.6971675182008524,0.12128518413669997,0.5242752478759425,0.610158873236393,0.7734828745690066,0.821567689212436,0,0.17776828934326971
High,11,Lakelse,Umsy.c,2000,0,0.698986464877308,0.714331809554302,0.11628210119885272,0.5497522375875359,0.629652824846787,0.7863597093259965,0.831893712692756,0,0.16635815862223247
High,12,Kitsumkalum,beta,2000,0,43.81701639276946,43.22665151081791,6.6789421891838545,35.331851733177565,38.78565519224633,48.377383728065695,52.616633991731334,0,0.1524280459745313
High,12,Kitsumkalum,deviance,2000,0,-165.00898329883879,-160.90576802253946,20.296756139706467,-195.23420471521922,-178.66173274995043,-147.44739674911236,-143.41453971758256,0,-0.12300394641513618
High,12,Kitsumkalum,ln.alpha,2000,0,1.5079083753619207,1.5024680404195636,0.2754331274754085,1.1587118479715997,1.301055932567474,1.7027773970322038,1.8602565693564586,0,0.18265906070672258
High,12,Kitsumkalum,ln.alpha.c,2000,0,1.5360841365852567,1.5247376133049961,0.28680713822823467,1.1718129380224687,1.3163988974530787,1.7400871178755164,1.9112715332235264,0,0.18671316980449537
High,12,Kitsumkalum,Seq,2000,0,34450.91150516059,34499.860878505184,3966.405303777314,29171.535581379543,32032.619730828206,37042.5550960037,39446.39099706816,0,0.11513208592995179
High,12,Kitsumkalum,Seq.c,2000,0,35078.49849794821,35221.20260637914,4129.417314257285,29596.223200980075,32483.364035226714,37799.40168777571,40384.383439835794,0,0.11771932924947802
High,12,Kitsumkalum,Sgen,2000,0,3641.881434550832,3584.7783891387617,1031.8236539049622,2305.834686461284,2837.241480084712,4429.194347852299,5103.853084354931,0,0.28332159419468333
High,12,Kitsumkalum,Sgen.c,2000,0,3586.112014959907,3527.212274035553,1048.8933901065823,2231.798618927109,2771.7083999339516,4391.207897002018,5087.592322348988,0,0.2924876260783251
High,12,Kitsumkalum,SgenRatio,2000,0,4.06458743729401,3.846392193449308,1.266825814040762,2.6525023810235018,3.0944874398412003,4.806374436900881,5.718970459413079,0,0.3116738989096882
High,12,Kitsumkalum,SgenRatio.c,2000,0,4.208668774405685,3.953604139637283,1.367139785016771,2.690328706442581,3.1437175385056597,5.006608158803659,6.0312082815217,0,0.32483900689234635
High,12,Kitsumkalum,sigma,2000,0,0.22120886279686455,0.2149034499580179,0.08615028962801899,0.10919730554935612,0.15504311125959266,0.28579193892933197,0.33442449430521354,0,0.3894522513192907
High,12,Kitsumkalum,Smax,2000,0,23341.635728255165,23133.876093773764,3463.3449143161697,19005.397233107222,20670.82544364723,25782.72812342518,28303.077085502395,0,0.14837627296718428
High,12,Kitsumkalum,Smsy,2000,0,13609.017771548091,13580.608091935052,1340.590511729578,11875.712067574514,12711.026185405339,14482.216604874637,15311.607235538671,0,0.09850751422577352
High,12,Kitsumkalum,Smsy.c,2000,0,13780.758449194896,13756.470739275926,1366.5694520492057,12008.52303343567,12871.830506859636,14678.294875332553,15534.824969029778,0,0.09916503921662191
High,12,Kitsumkalum,Umsy,2000,0,0.5921052270358427,0.5960367039031551,0.07861193666575135,0.48843371183760276,0.5351072928208217,0.6507655533840797,0.6897807135207463,0,0.13276683446841558
High,12,Kitsumkalum,Umsy.c,2000,0,0.5996889946894594,0.6024081913558028,0.08068310862402196,0.4928548713912601,0.5399590678225668,0.6603240144949833,0.7016806819970187,0,0.13454158628640933
High,13,Mcdonell,beta,2000,0,314.446172295926,320.27609125932617,41.94836683167626,256.3886414753434,286.66453022327767,344.1862928476838,363.4935296605849,0,0.13340396712540856
High,13,Mcdonell,deviance,2000,0,-374.51339139236745,-375.0461285101418,2.572914519247684,-377.3781790020314,-376.2795174005003,-373.3670402398985,-371.20431365314545,0,-0.006870020080409119
High,13,Mcdonell,ln.alpha,2000,0,1.7624228722187858,1.8454397557042301,0.19558709014079761,1.480290814455457,1.6135826451433197,1.8998918163490714,1.969466988734948,0,0.11097625503155499
High,13,Mcdonell,ln.alpha.c,2000,0,1.958025053267016,2.0049125906617142,0.20438854879078558,1.6720243837469904,1.8025896909627876,2.0997590839156794,2.1911175453546767,0,0.1043850529132699
High,13,Mcdonell,Seq,2000,0,5635.818834190762,5593.931630817224,403.0453750233821,5167.574095638287,5357.40121089216,5868.438016957246,6125.295839952105,0,0.07151496293284501
High,13,Mcdonell,Seq.c,2000,0,6270.1041044433405,6214.892798994759,499.7782285717281,5704.719894483339,5937.588484664314,6528.523413518857,6917.685796736284,0,0.0797081229030245
High,13,Mcdonell,Sgen,2000,0,429.69896757381497,399.006897873324,129.91695378891146,291.2296471431188,323.17536290666794,508.2627033834908,604.8303881306343,0,0.30234411435162206
High,13,Mcdonell,Sgen.c,2000,0,374.8721875223301,349.715001658329,118.03439156495295,240.8075479418028,282.8347043402272,445.67632823429005,527.5776411377352,0,0.3148656942119025
High,13,Mcdonell,SgenRatio,2000,0,5.292205259501072,5.362504424577605,1.2097353891465457,3.735762058233522,4.341179273295821,6.12988127805191,6.794250191587045,0,0.2285881461182393
High,13,Mcdonell,SgenRatio.c,2000,0,6.531262008936093,6.465505149973877,1.5603534087077784,4.607603697025128,5.311725617650229,7.5246725755219614,8.634153465507051,0,0.23890534579272704
High,13,Mcdonell,sigma,2000,0,0.6215475440340986,0.6125647295850855,0.06989603228585363,0.5365053597598474,0.5746669623463873,0.6637950763587712,0.7186833099885718,0,0.11245484429429115
High,13,Mcdonell,Smax,2000,0,3243.7340127284187,3122.3061320242377,486.02606592717314,2751.0806063969235,2905.404112337317,3488.3981701854104,3900.3287908765215,0,0.1498353638183667
High,13,Mcdonell,Smsy,2000,0,2130.3056079318408,2101.664986509589,180.67659979212144,1923.7911139712553,2001.7955804592405,2226.8529646834386,2367.0833116947847,0,0.08481252601476613
High,13,Mcdonell,Smsy.c,2000,0,2282.434090578747,2244.2739035179948,217.76359447765668,2045.1365181625563,2130.073101861935,2397.311918506474,2551.109156726336,0,0.09540849191506744
High,13,Mcdonell,Umsy,2000,0,0.6632536512753433,0.6862573954465547,0.050485782238684294,0.5896197337454261,0.6271102049970552,0.6990570960960423,0.7148227226018661,0,0.07611836307513309
High,13,Mcdonell,Umsy.c,2000,0,0.7094551142783023,0.7226038696720203,0.046770266062746264,0.6427381344892725,0.675896698683596,0.7426071851950948,0.7607733325434358,0,0.06592420735499752
High,14,Kitwanga,beta,2000,0,93.36246818207965,80.9292219674976,63.19779235378686,23.721591464293727,37.00596789464565,137.31135754153956,186.19508176044474,0,0.6769079008337238
High,14,Kitwanga,deviance,2000,0,-107.52429487163602,-108.25208755643807,2.6340616598772773,-110.24364323236108,-109.42378823713746,-106.27411379641138,-103.8976702039895,0,-0.024497362786911146
High,14,Kitwanga,ln.alpha,2000,0,1.2007329475871467,1.4158642283979277,0.5398194582738051,0.45821416642930224,0.787933280552535,1.6027239288497976,1.7596721395818162,0,0.4495749528307385
High,14,Kitwanga,ln.alpha.c,2000,0,2.4788374959348833,2.412593273942269,0.8413424224854761,1.5088887364112917,1.9166978849762797,2.910271161135393,3.443384576116503,0,0.3394100758380562
High,14,Kitwanga,Seq,2000,41,18973.425855889087,13329.42216244354,14940.380037547407,6687.130443841377,9088.243804341815,24111.893688683227,41244.81427804579,2.0500000000000003,0.787437131861462
High,14,Kitwanga,Seq.c,2000,0,43139.73867689201,29487.07541809399,36097.8643050584,13220.657006662186,17620.626210928818,59989.27759737212,90122.58812807871,0,0.8367659474116003
High,14,Kitwanga,Sgen,2000,41,2880.8250936684335,1902.966081170455,2402.880445672948,732.6409843898714,1051.308224083098,3918.22933553515,6849.618297527425,2.0500000000000003,0.8340945276247673
